size,avg,std
1924,10.243,1.925528151
1925,10.324,1.734367906
1926,10.345,1.854026001
1927,10.253,1.796724581
1928,10.36,1.858993237
1929,10.271,1.844169179
1930,10.298,1.888057404
1931,10.376,1.879403138
1932,10.357,1.898724876
1933,10.32,1.904528085
1934,10.253,1.932543848
1935,10.154,1.958090426
1936,10.319,1.978674848
1937,10.376,1.926222815
1938,10.23,2.052147975
1939,10.286,1.996043133
1940,10.322,1.92510312
1941,10.319,1.880099405
1942,10.403,1.946890182
1943,10.327,1.972298396
1944,10.398,1.982807991
1945,10.164,1.949590958
1946,10.419,1.939381396
1947,10.395,1.883752511
1948,10.294,1.834374261
1949,10.338,1.949758333
1950,10.342,1.964407008
1951,10.313,1.868293746
1952,10.327,1.835058157
1953,10.416,2.002736866
1954,10.311,1.973873141
1955,10.32,1.887103908
1956,10.301,1.839506125
1957,10.316,2.064074709
1958,10.243,1.928644776
1959,10.353,1.771307011
1960,10.338,1.949244868
1961,10.307,1.963314953
1962,10.341,1.925727766
1963,10.305,1.951867
1964,10.397,1.963987843
1965,10.342,1.994244973
1966,10.372,2.074106535
1967,10.452,1.991396912
1968,10.31,1.991950769
1969,10.392,1.851422092
1970,10.371,1.952221855
1971,10.398,1.933736108
1972,10.373,1.897754587
1973,10.395,2.06282094
1974,10.359,1.957025536
1975,10.359,2.041638383
1976,10.455,1.948273793
1977,10.34,1.979979879
1978,10.38,1.989864206
1979,10.309,1.964020462
1980,10.382,2.101545263
1981,10.47,2.076875878
1982,10.347,1.853112254
1983,10.268,1.855699227
1984,10.409,1.962031745
1985,10.424,1.820862307
1986,10.358,1.905115604
1987,10.331,1.858734487
1988,10.344,2.013881754
1989,10.321,1.974806031
1990,10.481,1.845276143
1991,10.5,1.900950713
1992,10.38,1.775599266
1993,10.408,1.88230685
1994,10.417,1.885912953
1995,10.342,2.021168257
1996,10.319,1.968530953
1997,10.399,1.963072248
1998,10.42,1.961491129
1999,10.353,1.793211255
2000,10.418,2.010302792
2001,10.364,1.930603851
2002,10.451,1.876464793
2003,10.413,1.955570315
2004,10.433,1.986821194
2005,10.395,1.847806643
2006,10.512,1.890351668
2007,10.45,1.949179135
2008,10.346,1.957579147
2009,10.398,1.971670227
2010,10.317,1.914726397
2011,10.314,2.009338558
2012,10.479,1.950734314
2013,10.408,2.076016822
2014,10.347,1.788795905
2015,10.409,1.850714496
2016,10.404,1.8762474
2017,10.406,1.941889527
2018,10.454,1.93432821
2019,10.375,2.002094749
2020,10.316,1.913584544
2021,10.526,1.91702869
2022,10.509,1.906713024
2023,10.527,1.985248652
2024,10.308,1.910703218
2025,10.387,1.901801211
2026,10.351,2.01540588
2027,10.358,1.968682735
2028,10.469,1.989219947
2029,10.428,2.001704979
2030,10.497,1.911974541
2031,10.52,1.870052699
2032,10.508,2.055276176
2033,10.44,2.091596227
2034,10.5,1.98190008
2035,10.36,2.004099902
2036,10.437,1.969240693
2037,10.444,2.001716981
2038,10.49,2.041094331
2039,10.509,2.004978538
2040,10.461,1.914195169
2041,10.355,2.001744734
2042,10.499,1.993482624
2043,10.437,2.051887239
2044,10.461,1.92722422
2045,10.559,1.985563261
2046,10.521,1.933208808
2047,10.65,2.012349261
2048,10.386,2.090783436
2049,10.522,2.14665417
2050,10.531,2.03597254
2051,10.607,2.072400986
2052,10.545,1.96260715
2053,10.493,2.047472379
2054,10.468,2.215826231
2055,10.48,2.103336403
2056,10.41,2.117163759
2057,10.659,2.132432007
2058,10.612,2.022757412
2059,10.563,2.131801017
2060,10.509,2.042079599
2061,10.455,1.959544543
2062,10.556,2.135749383
2063,10.559,2.107833476
2064,10.623,2.19309842
2065,10.602,2.117564658
2066,10.65,2.09185943
2067,10.622,2.172979024
2068,10.539,2.148742911
2069,10.498,2.132731709
2070,10.511,1.985401929
2071,10.437,2.105817054
2072,10.609,2.151917691
2073,10.651,2.12596301
2074,10.568,2.08463947
2075,10.606,2.108841201
2076,10.62,2.1730905
2077,10.637,2.165622525
2078,10.46,2.027439397
2079,10.481,2.057637692
2080,10.696,2.192804686
2081,10.566,2.101918662
2082,10.529,2.13206583
2083,10.649,2.086180997
2084,10.613,2.180822548
2085,10.472,2.145184798
2086,10.633,2.066054109
2087,10.667,2.105836068
2088,10.608,2.169572088
2089,10.631,2.262732631
2090,10.611,2.114272723
2091,10.499,2.270496455
2092,10.622,2.01920608
2093,10.522,2.100935489
2094,10.6,2.106284985
2095,10.544,2.272273581
2096,10.686,2.20323813
2097,10.681,2.021218525
2098,10.613,2.176227692
2099,10.624,2.126298461
2100,10.693,2.260057269
2101,10.652,2.159527624
2102,10.648,2.141654193
2103,10.731,2.187103661
2104,10.747,2.224846274
2105,10.66,2.146393954
2106,10.772,2.177787583
2107,10.638,2.211299583
2108,10.763,2.159048979
2109,10.627,2.115738015
2110,10.599,2.057773902
2111,10.56,2.10542937
2112,10.546,2.200164704
2113,10.701,2.22992636
2114,10.668,2.142981187
2115,10.603,2.096613171
2116,10.576,2.04362433
2117,10.656,2.162021817
2118,10.669,2.13775794
2119,10.526,2.22222012
2120,10.606,2.100756335
2121,10.613,2.046318259
2122,10.655,2.121432411
2123,10.532,2.14746073
2124,10.73,2.187209154
2125,10.653,2.164549902
2126,10.469,2.09652914
2127,10.724,2.111464488
2128,10.569,2.215433851
2129,10.726,2.207214488
2130,10.653,2.1640874
2131,10.666,2.247998554
2132,10.696,2.094748666
2133,10.768,2.088669083
2134,10.621,2.018770525
2135,10.741,2.163006611
2136,10.694,2.274541171
2137,10.569,2.069667249
2138,10.555,2.12638108
2139,10.651,2.151703704
2140,10.645,2.091255209
2141,10.563,2.277546535
2142,10.523,2.099971638
2143,10.538,2.205770029
2144,10.645,2.103187676
2145,10.669,2.066327348
2146,10.752,2.11588586
2147,10.765,2.155555943
2148,10.738,2.225828006
2149,10.569,2.224452109
2150,10.66,2.109229444
2151,10.852,2.197936971
2152,10.825,2.264398927
2153,10.697,2.342365829
2154,10.633,2.283752729
2155,10.674,2.213735446
2156,10.693,2.222991834
2157,10.775,2.23771812
2158,10.691,2.070702008
2159,10.697,2.149840183
2160,10.688,2.188480168
2161,10.664,2.051173155
2162,10.758,2.226745247
2163,10.784,2.273436279
2164,10.641,2.201582605
2165,10.82,2.209634016
2166,10.784,2.143347368
2167,10.681,2.238358606
2168,10.792,2.247172843
2169,10.821,2.174784745
2170,10.798,2.256166281
2171,10.658,2.241888057
2172,10.771,2.189372593
2173,10.765,2.311951583
2174,10.54,2.083924841
2175,10.587,2.13752193
2176,10.662,2.060582928
2177,10.567,2.06100916
2178,10.691,1.990346824
2179,10.676,2.098434518
2180,10.665,2.119260783
2181,10.871,2.152438615
2182,10.57,1.962383997
2183,10.672,2.060743231
2184,10.722,2.042765011
2185,10.605,1.99924285
2186,10.613,2.197284474
2187,10.666,2.190717518
2188,10.754,2.171681422
2189,10.687,2.142339987
2190,10.712,2.044807384
2191,10.754,2.103784663
2192,10.752,1.994109443
2193,10.787,2.252710746
2194,10.771,2.069502801
2195,10.753,2.136013472
2196,10.759,2.131539927
2197,10.612,2.149436223
2198,10.595,2.214018265
2199,10.642,2.101011721
2200,10.692,2.044826965
2201,10.646,2.128194825
2202,10.769,2.140612347
2203,10.633,2.187943806
2204,10.721,2.05459981
2205,10.842,2.115067259
2206,10.624,2.201697407
2207,10.645,2.064276202
2208,10.745,2.206999285
2209,10.788,2.181700212
2210,10.761,2.237607179
2211,10.823,2.015870714
2212,10.768,2.08339063
2213,10.71,2.113851548
2214,10.629,1.962450053
2215,10.731,2.053498443
2216,10.775,2.312514372
2217,10.818,2.164153312
2218,10.713,2.112603629
2219,10.78,2.300628804
2220,10.751,2.224848073
2221,10.833,2.262350377
2222,10.626,2.158421364
2223,10.694,2.2229047
2224,10.707,2.249046289
2225,10.894,2.116422274
2226,10.749,2.194268401
2227,10.772,2.052859038
2228,10.707,2.083624844
2229,10.881,2.236479564
2230,10.673,2.126639037
2231,10.702,2.134889635
2232,10.773,2.275224747
2233,10.815,2.213973052
2234,10.732,2.20976448
2235,10.789,2.157111989
2236,10.871,2.283763248
2237,10.702,2.230284773
2238,10.712,2.265875149
2239,10.738,2.096604815
2240,10.719,2.016458555
2241,10.772,2.241213742
2242,10.678,2.065086095
2243,10.735,2.101711729
2244,10.762,2.159634233
2245,10.712,2.122159174
2246,10.788,2.15306565
2247,10.869,2.124700768
2248,10.814,2.108518402
2249,10.69,2.055754393
2250,10.611,2.161562248
2251,10.765,2.095749786
2252,10.827,2.083125155
2253,10.763,2.068601003
2254,10.703,2.1310402
2255,10.685,2.202413591
2256,10.744,2.224277728
2257,10.802,2.020613491
2258,10.764,2.189771472
2259,10.811,2.139124787
2260,10.895,2.176398794
2261,10.701,2.262900731
2262,10.794,2.250028139
2263,10.888,2.060510059
2264,10.831,2.20256448
2265,10.766,2.099440795
2266,10.787,2.196919993
2267,10.854,2.163646312
2268,10.87,2.297472171
2269,10.895,2.094842086
2270,10.687,2.16372658
2271,10.741,2.151405947
2272,10.829,2.085691518
2273,10.971,2.096796498
2274,10.67,2.332496632
2275,10.81,2.166239274
2276,10.887,2.257726363
2277,10.732,2.166303042
2278,10.909,2.274619285
2279,10.793,2.23229347
2280,10.745,2.196998362
2281,10.935,2.11074163
2282,10.841,2.133136018
2283,10.849,2.326286872
2284,10.802,2.270672137
2285,10.942,2.240905544
2286,10.846,2.112047524
2287,10.71,2.179598736
2288,10.82,2.148538158
2289,11.023,2.387083821
2290,10.776,2.15510289
2291,10.936,2.162077376
2292,10.748,2.172836215
2293,10.942,2.322074079
2294,10.848,2.207208139
2295,10.828,2.205738262
2296,10.966,2.203565225
2297,10.935,2.222546898
2298,10.857,2.183418952
2299,10.87,2.267209792
2300,11.005,2.241427893
2301,10.991,2.156750002
2302,10.614,1.919032748
2303,10.684,1.885656305
2304,10.686,1.924865998
2305,10.681,2.02517662
2306,10.679,2.087658333
2307,10.598,2.068979622
2308,10.698,2.1333887
2309,10.741,1.906187964
2310,10.629,2.091825694
2311,10.719,1.9702591
2312,10.649,1.916108157
2313,10.635,1.983357938
2314,10.735,2.147879975
2315,10.713,2.03587224
2316,10.679,1.944155019
2317,10.645,2.108416567
2318,10.703,1.860713103
2319,10.598,2.102097718
2320,10.676,2.049689056
2321,10.774,1.973022255
2322,10.694,1.980476278
2323,10.822,2.007073577
2324,10.61,1.99847289
2325,10.717,2.021137303
2326,10.757,2.10056263
2327,10.719,2.106769441
2328,10.682,2.014679859
2329,10.801,2.039008719
2330,10.733,2.15042678
2331,10.711,1.977723537
2332,10.762,2.169807379
2333,10.785,1.947451557
2334,10.713,2.054958358
2335,10.803,2.091067566
2336,10.773,2.023750619
2337,10.814,1.937823304
2338,10.753,2.11481996
2339,10.73,2.070600731
2340,10.757,2.061116008
2341,10.698,2.128221165
2342,10.828,1.85090298
2343,10.703,2.027535919
2344,10.682,2.099353063
2345,10.718,2.035342384
2346,10.967,2.071280088
2347,10.714,2.019971357
2348,10.843,1.96881366
2349,10.762,2.027181656
2350,10.711,2.041971755
2351,10.829,2.15183396
2352,10.739,2.034457672
2353,10.795,1.987189957
2354,10.782,2.044665414
2355,10.82,2.161543956
2356,10.745,2.006988541
2357,10.719,2.07227733
2358,10.766,2.049742775
2359,10.749,2.21244071
2360,10.761,2.083319279
2361,10.866,2.126632683
2362,10.896,2.20409665
2363,10.85,2.167532744
2364,10.746,2.100927866
2365,10.919,1.995600516
2366,10.641,2.026876224
2367,10.814,2.093271551
2368,10.765,2.046940391
2369,10.839,1.990739069
2370,10.825,1.963219099
2371,10.75,1.945580963
2372,10.86,2.075260636
2373,10.841,2.065426103
2374,10.78,2.006895022
2375,10.838,2.022336729
2376,10.747,1.984169329
2377,10.746,2.08274382
2378,10.825,2.069941946
2379,10.763,2.066664487
2380,10.737,2.254531861
2381,10.744,2.112090179
2382,10.723,2.091086714
2383,10.786,1.926113681
2384,10.745,2.126616443
2385,10.778,2.047659373
2386,10.846,2.036278574
2387,10.624,2.068550919
2388,10.708,2.013153941
2389,10.818,2.069095734
2390,10.789,2.056868909
2391,10.751,1.928397707
2392,10.798,2.069173139
2393,10.778,2.012651675
2394,10.82,2.078441705
2395,10.904,2.099331129
2396,10.825,2.011074195
2397,10.977,2.128615043
2398,10.829,2.066889216
2399,10.884,2.117315996
2400,10.809,2.097359749
2401,10.887,2.187467946
2402,10.69,2.100550478
2403,10.883,2.210474428
2404,10.875,2.064858019
2405,10.73,2.131582427
2406,10.767,2.142265226
2407,10.794,2.18777292
2408,10.928,2.119270466
2409,10.931,2.00106053
2410,10.893,2.175841282
2411,10.936,2.036185171
2412,10.802,2.208545601
2413,10.852,2.121932751
2414,10.983,2.109777752
2415,10.858,2.07801688
2416,10.828,2.082967776
2417,10.9,2.111032083
2418,10.829,2.071243358
2419,10.942,2.019087099
2420,10.953,2.062776296
2421,10.787,2.134053698
2422,10.937,2.126394261
2423,10.893,2.054208064
2424,10.839,2.154465298
2425,10.925,2.182690802
2426,10.966,2.210821506
2427,10.898,2.20100896
2428,10.969,2.19336496
2429,10.815,2.223897642
2430,10.755,2.034973247
2431,10.802,1.983110872
2432,10.766,2.053645895
2433,10.83,2.076875878
2434,10.699,1.963735027
2435,10.789,2.034851252
2436,10.834,2.072858109
2437,10.871,1.996583418
2438,10.765,2.079928148
2439,10.687,2.019680695
2440,10.813,2.162106775
2441,10.754,1.963501805
2442,10.771,2.069019053
2443,10.791,2.040461341
2444,10.772,2.009989069
2445,10.835,1.979316218
2446,10.786,2.084838255
2447,10.935,2.10836909
2448,10.748,1.968342036
2449,10.765,2.179110719
2450,10.81,2.038149664
2451,10.867,1.999326964
2452,10.967,1.981372463
2453,10.89,2.149539607
2454,10.754,2.030666789
2455,10.832,2.155091743
2456,10.726,2.112673043
2457,10.923,2.004267469
2458,10.919,1.970868672
2459,10.846,2.058280962
2460,10.759,2.096022975
2461,10.762,2.038998164
2462,10.86,1.9779566
2463,10.886,2.022645568
2464,10.894,2.040815751
2465,10.905,1.950327864
2466,10.795,1.958267043
2467,10.909,2.024553733
2468,10.866,2.082878389
2469,10.894,2.094074772
2470,10.827,2.228460688
2471,10.926,2.047612443
2472,10.905,1.996988473
2473,10.91,2.024845673
2474,10.846,2.204346421
2475,10.936,2.049903926
2476,10.953,2.078728484
2477,10.902,2.18796325
2478,10.851,2.016647184
2479,10.814,2.018781682
2480,10.823,2.17954615
2481,10.833,2.162819639
2482,10.971,2.020455701
2483,10.87,1.907023004
2484,10.89,2.025339972
2485,10.81,2.072726754
2486,10.896,2.15448969
2487,10.825,2.080072523
2488,10.973,2.134203792
2489,10.844,2.093811846
2490,10.865,2.06083042
2491,10.953,2.142751125
2492,10.98,2.091883356
2493,10.888,2.183626393
2494,10.966,1.976043711
2495,10.868,1.987089461
2496,10.874,2.084338856
2497,10.782,2.16452331
2498,10.861,2.00292054
2499,10.878,1.959835952
2500,10.69,2.084765274
2501,10.931,2.059728497
2502,10.798,1.993281006
2503,10.934,2.126538541
2504,10.773,2.005365925
2505,10.894,2.037379423
2506,10.878,2.061398886
2507,11.009,2.096977901
2508,10.926,2.027963667
2509,11.056,2.115026557
2510,10.793,2.093450151
2511,11.04,1.991573842
2512,10.817,2.130739555
2513,10.893,2.073608172
2514,11.052,2.033576021
2515,10.965,2.179110719
2516,10.997,2.227094733
2517,10.992,2.213331162
2518,10.946,2.152607191
2519,10.886,2.021160332
2520,10.927,2.064929765
2521,10.883,2.101363064
2522,10.868,2.196679631
2523,11.048,2.113803246
2524,10.932,2.106611928
2525,10.905,2.144428496
2526,10.887,2.036757074
2527,10.937,2.055542813
2528,10.85,2.133553855
2529,10.907,2.040223888
2530,10.976,2.097575702
2531,10.978,2.076976126
2532,10.942,2.072904468
2533,10.895,2.081900408
2534,10.934,2.083743263
2535,11.052,2.035544016
2536,10.922,2.047952663
2537,11.002,2.142098173
2538,11.091,2.070508635
2539,10.997,2.0903015
2540,11.037,2.067342474
2541,10.974,2.054152756
2542,11.05,1.998873557
2543,11.011,2.282123372
2544,10.958,2.16585478
2545,10.902,2.150586204
2546,11.012,2.054769592
2547,10.967,2.0615919
2548,10.956,2.068415418
2549,10.991,2.177995102
2550,10.889,2.205344087
2551,11.047,2.151143514
2552,11.07,2.105120313
2553,10.903,2.108088005
2554,11.07,2.03500399
2555,11.041,2.224020069
2556,10.94,2.095899042
2557,10.914,2.056412612
2558,10.652,1.774272821
2559,10.544,1.800918462
2560,10.623,1.878936242
2561,10.591,1.724149556
2562,10.673,1.884043689
2563,10.628,1.843098753
2564,10.593,1.886507331
2565,10.688,2.003164663
2566,10.64,1.892612475
2567,10.604,1.867262882
2568,10.555,1.916937571
2569,10.602,1.925435874
2570,10.528,1.843533188
2571,10.653,1.835199978
2572,10.678,1.9297772
2573,10.587,1.903169213
2574,10.708,1.843402868
2575,10.708,1.908501606
2576,10.627,1.930180457
2577,10.63,1.890681008
2578,10.723,1.860035142
2579,10.69,1.840458445
2580,10.617,1.872917195
2581,10.727,1.911576607
2582,10.609,1.95241669
2583,10.585,1.87944335
2584,10.633,1.90576571
2585,10.608,1.988036289
2586,10.734,1.912302513
2587,10.644,1.962935841
2588,10.69,1.820223397
2589,10.658,1.912248073
2590,10.681,1.823887487
2591,10.66,1.894726891
2592,10.663,1.811826072
2593,10.664,1.793410249
2594,10.679,1.92032462
2595,10.687,1.807843826
2596,10.673,1.910948121
2597,10.718,1.944802884
2598,10.746,1.864661085
2599,10.74,1.85522016
2600,10.569,1.892305425
2601,10.659,2.056927308
2602,10.733,1.831137369
2603,10.737,1.972744972
2604,10.755,1.944416559
2605,10.75,1.93888093
2606,10.582,1.891786155
2607,10.61,1.808637933
2608,10.693,1.971963397
2609,10.62,1.864155325
2610,10.686,1.871605436
2611,10.595,1.897518268
2612,10.775,1.90630769
2613,10.783,1.90198016
2614,10.561,1.913096688
2615,10.709,1.949902849
2616,10.663,1.942473733
2617,10.759,1.973528265
2618,10.777,2.056088154
2619,10.742,1.844678519
2620,10.662,2.063010425
2621,10.597,2.076271153
2622,10.788,1.745882042
2623,10.762,1.921209787
2624,10.686,1.826126704
2625,10.707,1.922718869
2626,10.665,2.009181876
2627,10.72,1.963021511
2628,10.624,1.890025449
2629,10.778,1.903244162
2630,10.704,1.924080582
2631,10.732,1.946783492
2632,10.759,1.895920229
2633,10.682,1.871464234
2634,10.742,1.984281576
2635,10.671,1.969933918
2636,10.771,1.877254134
2637,10.776,1.930686808
2638,10.677,1.887387939
2639,10.822,2.005077638
2640,10.746,1.94609128
2641,10.74,1.941177006
2642,10.651,2.098953216
2643,10.794,1.899782402
2644,10.856,1.848426542
2645,10.728,1.999002754
2646,10.699,1.923043706
2647,10.763,1.835810775
2648,10.731,1.919459123
2649,10.746,2.003871128
2650,10.662,2.058152568
2651,10.812,2.042260225
2652,10.688,1.981560643
2653,10.732,1.936472547
2654,10.749,1.943135295
2655,10.67,1.929461796
2656,10.619,1.881323571
2657,10.689,1.97336595
2658,10.783,1.96106011
2659,10.775,1.907882338
2660,10.752,2.021529763
2661,10.764,2.026427993
2662,10.799,2.01262258
2663,10.723,1.941659352
2664,10.787,2.034150626
2665,10.801,1.999348993
2666,10.711,2.041971755
2667,10.842,1.914863625
2668,10.735,1.936110411
2669,10.74,1.978968498
2670,10.835,1.88555836
2671,10.838,1.978299692
2672,10.761,1.976812279
2673,10.877,2.055747333
2674,10.809,2.046144107
2675,10.756,1.990584443
2676,10.782,2.070933308
2677,10.804,2.010379473
2678,10.867,1.924841816
2679,10.831,1.985038886
2680,10.878,2.039430135
2681,10.779,1.909399069
2682,10.847,1.925434574
2683,10.819,1.992538383
2684,10.784,1.898670311
2685,10.672,2.061714497
2686,10.762,1.843028148
2687,10.673,1.868572333
2688,10.683,2.042224689
2689,10.808,1.788948388
2690,10.804,1.867370095
2691,10.692,1.8965054
2692,10.626,2.034271924
2693,10.7,1.938493683
2694,10.69,1.888244016
2695,10.817,2.037562922
2696,10.685,1.965104739
2697,10.596,1.949508806
2698,10.737,1.894048156
2699,10.753,1.722485982
2700,10.715,1.956937558
2701,10.858,1.930171381
2702,10.729,1.909766008
2703,10.701,1.938906485
2704,10.804,1.844175964
2705,10.764,1.877186146
2706,10.782,1.974430139
2707,10.762,2.07066261
2708,10.758,1.899748679
2709,10.79,1.987926521
2710,10.708,1.995173355
2711,10.727,1.911052883
2712,10.719,1.8252042
2713,10.804,1.98784696
2714,10.817,1.890789805
2715,10.756,1.931889282
2716,10.875,1.871597681
2717,10.713,1.912665493
2718,10.801,1.802400524
2719,10.699,1.915742433
2720,10.722,1.970939015
2721,10.716,1.859247375
2722,10.705,1.96260715
2723,10.752,2.039768775
2724,10.87,1.810076345
2725,10.825,1.951456682
2726,10.795,1.972020249
2727,10.788,1.928412501
2728,10.761,1.953892703
2729,10.761,1.927587766
2730,10.8,1.970249193
2731,10.675,1.977697218
2732,10.731,1.951524391
2733,10.841,1.852336403
2734,10.909,1.873026222
2735,10.786,1.860017114
2736,10.702,1.980686527
2737,10.899,1.929902465
2738,10.89,1.999974975
2739,10.813,1.900958875
2740,10.849,1.967249112
2741,10.737,1.937933587
2742,10.769,2.042501116
2743,10.89,1.938467863
2744,10.861,1.851785114
2745,10.958,1.938554615
2746,10.818,2.122116721
2747,10.861,1.886594349
2748,10.807,1.981837198
2749,10.768,1.929222097
2750,10.775,1.981994779
2751,10.746,1.805753235
2752,10.795,1.912755508
2753,10.804,1.844718674
2754,10.756,1.947885587
2755,10.841,2.024800933
2756,10.821,1.986682135
2757,10.765,1.853432009
2758,10.834,1.848746024
2759,10.855,1.967700904
2760,10.786,2.009537818
2761,10.751,2.011229486
2762,10.826,1.898243221
2763,10.768,2.000044044
2764,10.775,1.895776614
2765,10.786,1.988506514
2766,10.912,1.854101856
2767,10.802,1.848841317
2768,10.837,2.02843426
2769,10.712,2.021173209
2770,10.866,1.933852058
2771,10.843,1.841668467
2772,10.787,1.967104598
2773,10.828,1.891558615
2774,10.825,2.050995266
2775,10.798,2.065783983
2776,10.88,1.957915584
2777,10.786,2.014015953
2778,10.841,1.964581019
2779,10.844,1.975238104
2780,10.813,1.981907909
2781,10.783,2.002478694
2782,10.806,2.047084403
2783,10.731,1.960735445
2784,10.977,1.860627027
2785,10.886,1.944424024
2786,10.891,1.937749693
2787,10.844,1.868463314
2788,10.781,2.083117466
2789,10.848,2.030521859
2790,10.82,1.799677426
2791,10.842,1.999758744
2792,10.871,1.962194998
2793,10.861,1.95332908
2794,10.931,2.082925245
2795,10.849,1.998547771
2796,10.835,2.037627769
2797,10.858,1.913503984
2798,10.765,2.075109896
2799,10.869,1.985391846
2800,10.944,1.913772851
2801,11.012,1.935355678
2802,10.918,1.923271945
2803,10.96,2.051001367
2804,10.861,2.09906767
2805,10.726,2.124485217
2806,10.921,1.952580746
2807,10.879,1.82584027
2808,10.913,2.026706328
2809,10.903,1.93476984
2810,10.888,2.03902271
2811,10.94,1.980485375
2812,10.935,1.965868673
2813,10.773,2.190495211
2814,10.668,1.886620082
2815,10.912,1.741059243
2816,10.699,1.74282427
2817,10.813,1.949315478
2818,10.729,1.766544559
2819,10.7,1.900950713
2820,10.741,1.764378653
2821,10.742,1.786232523
2822,10.718,1.82038177
2823,10.809,1.834089115
2824,10.698,1.770290917
2825,10.716,1.800162377
2826,10.69,1.790839777
2827,10.73,1.739000898
2828,10.824,1.82876143
2829,10.719,1.76951128
2830,10.727,1.818729991
2831,10.682,1.896964542
2832,10.777,1.845176326
2833,10.77,1.764146313
2834,10.717,1.716349864
2835,10.855,1.718408545
2836,10.694,1.777504859
2837,10.829,1.906671024
2838,10.904,1.845044224
2839,10.817,1.83217572
2840,10.793,2.043116572
2841,10.777,1.925871226
2842,10.784,1.978701407
2843,10.676,1.778816513
2844,10.755,1.744711729
2845,10.705,1.835031973
2846,10.78,1.892400904
2847,10.716,1.908661046
2848,10.851,1.932494123
2849,10.793,1.93025306
2850,10.722,1.87782913
2851,10.833,1.833704849
2852,10.758,1.724647909
2853,10.77,1.748759034
2854,10.828,1.832422924
2855,10.731,1.783204649
2856,10.768,1.81368836
2857,10.887,1.93803689
2858,10.777,1.829923392
2859,10.745,1.739828153
2860,10.855,1.795884239
2861,10.793,1.910969074
2862,10.766,1.934680074
2863,10.773,1.953788189
2864,10.798,1.949101074
2865,10.771,1.786547159
2866,10.813,2.110565205
2867,10.875,2.02521023
2868,10.822,2.006574779
2869,10.864,1.865739796
2870,10.844,1.822356986
2871,10.791,1.890738981
2872,10.899,1.873047599
2873,10.802,1.900633686
2874,10.722,2.045703033
2875,10.929,1.863714686
2876,10.778,1.911640753
2877,10.892,1.880923676
2878,10.716,1.80182979
2879,10.744,1.8926294
2880,10.769,1.86577601
2881,10.807,1.883427274
2882,10.74,1.947355179
2883,10.735,1.93766084
2884,10.83,1.914357533
2885,10.733,1.90192753
2886,10.802,1.907468069
2887,10.777,1.853835944
2888,10.824,1.905952952
2889,10.872,1.881264244
2890,10.821,1.803388813
2891,10.878,1.859185997
2892,10.93,1.782211064
2893,10.913,1.837064453
2894,10.89,1.961057303
2895,10.83,1.803427945
2896,10.815,1.904836844
2897,10.876,1.873535197
2898,10.868,1.978001135
2899,10.923,1.848374282
2900,10.829,1.82457888
2901,10.884,1.856876946
2902,10.827,1.9252994
2903,10.754,1.874833059
2904,10.872,2.058118522
2905,10.842,1.970512349
2906,10.897,1.893667599
2907,10.85,1.875371168
2908,10.828,1.825307576
2909,10.884,1.959689869
2910,10.895,1.81528793
2911,10.866,1.852964511
2912,10.978,1.831630659
2913,10.865,1.765755615
2914,10.827,1.819995435
2915,10.867,1.922239841
2916,10.891,1.890686038
2917,10.763,1.978065657
2918,10.934,2.04397207
2919,10.901,1.79232012
2920,10.947,1.892557205
2921,10.988,1.898805272
2922,10.891,1.952160324
2923,10.867,1.864614649
2924,10.894,1.970951204
2925,10.924,1.833462731
2926,10.879,1.996081998
2927,10.906,1.976631243
2928,10.911,1.927899322
2929,10.944,1.997712405
2930,10.752,1.926189556
2931,10.884,1.807708995
2932,10.877,2.003468214
2933,10.904,1.877847254
2934,10.782,1.991090264
2935,10.882,2.021920909
2936,10.954,1.904077076
2937,10.823,1.804141326
2938,10.882,2.023900238
2939,10.857,1.869236487
2940,10.872,1.972182929
2941,10.95,2.00037534
2942,10.894,1.711634801
2943,10.868,1.767399134
2944,10.822,1.836760651
2945,10.787,1.696617078
2946,10.821,1.833663361
2947,10.824,1.681621792
2948,10.859,1.816154569
2949,10.936,1.873877108
2950,10.817,1.896076503
2951,10.898,1.736263405
2952,10.829,1.920793703
2953,10.82,1.826728479
2954,10.944,1.881596238
2955,10.85,1.837628057
2956,10.905,1.844824755
2957,10.884,1.955599235
2958,10.858,1.822404224
2959,10.745,2.004992517
2960,10.876,1.763443714
2961,10.896,1.84948766
2962,10.921,1.861780123
2963,10.784,2.000336308
2964,10.801,1.905000795
2965,10.912,1.900491481
2966,10.935,1.842870362
2967,10.926,1.840084213
2968,10.928,1.841251261
2969,10.893,1.890270913
2970,10.877,1.901969634
2971,10.786,1.809275401
2972,10.891,1.877403431
2973,10.985,1.901681201
2974,10.861,1.82839329
2975,10.933,1.763979201
2976,10.865,1.825954301
2977,10.951,1.749188
2978,10.87,1.981672785
2979,10.937,1.870435652
2980,10.865,1.800004171
2981,11.032,1.88162603
2982,10.85,1.913416097
2983,10.928,1.806122387
2984,10.89,1.908282354
2985,10.904,1.96383315
2986,10.927,1.797470974
2987,10.977,1.865462664
2988,10.882,1.930752134
2989,10.891,1.931540797
2990,10.969,1.829586398
2991,10.898,1.83819884
2992,10.966,1.807238255
2993,10.791,1.952724285
2994,10.876,1.992132674
2995,10.936,2.030770304
2996,10.904,1.89799536
2997,10.933,1.832995055
2998,10.878,1.82440249
2999,10.889,1.888980478
